Time :	11.6.2022	 || 	18:15
ADC_CH : 1	VCM [V]=0.6	Fs [MS/s]=2.5
PCB:A1.1	||||	ADC Test results :  
data Integrity : OK
N sample	VIN_DIF [uV]	ADC_OUT_0	ADC_OUT_1	ADC_OUT_2	ADC_OUT_3	ADC_OUT_4	ADC_OUT_5	ADC_OUT_6	ADC_OUT_7	ADC_OUT_8	ADC_OUT_9	ADC_OUT_10	ADC_OUT_11	ADC_OUT_12	ADC_OUT_13	ADC_OUT_14	ADC_OUT_15	ADC_OUT_16	ADC_OUT_17	ADC_OUT_18	ADC_OUT_19	ADC_OUT_20	ADC_OUT_21	ADC_OUT_22	ADC_OUT_23	ADC_OUT_24	ADC_OUT_25	ADC_OUT_26	ADC_OUT_27	ADC_OUT_28	ADC_OUT_29	ADC_OUT_30	ADC_OUT_31	ADC_OUT_32	ADC_OUT_33	ADC_OUT_34	ADC_OUT_35	ADC_OUT_36	ADC_OUT_37	ADC_OUT_38	ADC_OUT_39	ADC_OUT_40	ADC_OUT_41	ADC_OUT_42	ADC_OUT_43	ADC_OUT_44	ADC_OUT_45	ADC_OUT_46	ADC_OUT_47	ADC_OUT_48	ADC_OUT_49	ADC_OUT_50	ADC_OUT_51	ADC_OUT_52	ADC_OUT_53	ADC_OUT_54	ADC_OUT_55	ADC_OUT_56	ADC_OUT_57	ADC_OUT_58	ADC_OUT_59	ADC_OUT_60	ADC_OUT_61	ADC_OUT_62	ADC_OUT_63	ADC_OUT_64	ADC_OUT_65	ADC_OUT_66	ADC_OUT_67	ADC_OUT_68	ADC_OUT_69	ADC_OUT_70	ADC_OUT_71	ADC_OUT_72	ADC_OUT_73	ADC_OUT_74	ADC_OUT_75	ADC_OUT_76	ADC_OUT_77	ADC_OUT_78	ADC_OUT_79	ADC_OUT_80	ADC_OUT_81	ADC_OUT_82	ADC_OUT_83	ADC_OUT_84	ADC_OUT_85	ADC_OUT_86	ADC_OUT_87	ADC_OUT_88	ADC_OUT_89	ADC_OUT_90	ADC_OUT_91	ADC_OUT_92	ADC_OUT_93	ADC_OUT_94	ADC_OUT_95	ADC_OUT_96	ADC_OUT_97	ADC_OUT_98	ADC_OUT_99	ADC_OUT_100	ADC_OUT_101	ADC_OUT_102	ADC_OUT_103	ADC_OUT_104	ADC_OUT_105	ADC_OUT_106	ADC_OUT_107	ADC_OUT_108	ADC_OUT_109	ADC_OUT_110	ADC_OUT_111	ADC_OUT_112	ADC_OUT_113	ADC_OUT_114	ADC_OUT_115	ADC_OUT_116	ADC_OUT_117	ADC_OUT_118	ADC_OUT_119	ADC_OUT_120	ADC_OUT_121	ADC_OUT_122	ADC_OUT_123	ADC_OUT_124	ADC_OUT_125	ADC_OUT_126	ADC_OUT_127
42	-987323	38	39	38	39	38	39	38	39	39	38	39	38	39	38	38	38	39	39	38	38	38	38	39	39	39	38	38	39	38	38	38	38	38	38	38	38	38	38	38	38	38	38	39	37	38	38	38	38	38	38	38	39	38	38	39	38	39	39	39	38	38	39	39	38	39	38	38	39	38	39	39	39	38	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	38	39	39	39	39	38	38	38	39	39	39	38	38	38	38	38	38	39	38	38	38	38	38	38	37	38	38	38	39	39	39	38	38	38	38	38	39	38	38
43	-986830	39	39	39	39	39	39	39	38	39	39	39	39	39	39	38	39	39	39	39	39	38	38	39	39	38	39	38	38	39	38	39	39	38	39	39	39	39	39	39	38	39	38	38	39	38	39	39	39	38	38	39	39	39	39	39	38	39	39	39	39	39	39	38	39	39	39	39	39	39	39	39	39	39	40	40	39	40	39	39	39	39	39	39	39	39	39	40	39	39	39	39	39	40	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	40	39	39	39	39	39	39	39	39	39	39	39	39	39	39	40
44	-986338	40	40	39	38	40	40	40	40	39	39	40	40	40	39	40	40	40	40	40	40	40	39	40	39	39	39	40	39	39	39	39	39	39	40	40	39	40	40	40	40	39	40	40	40	40	40	40	39	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	39	39	40	39	40	40	39	40	40	40	39	39	39	39	39	40	39	39	39	40	40	39	40	40	40	39	40	40	39	40	40	40	39	40	40	40	40	40	40	40	39	40	39	40	40	40	40	40	40	39	40	40	40	40	40	40	40	40	40	40	39	40	40
45	-985846	40	40	40	40	39	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	39	39	40	40	40	40	40	40	40	40	40	40	40	40	39	40	40	40	40	40	40	40	40	40	40	40	40	41	40	40	40	40	40	40	40	40	40	40	40	40	40	40	41	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	39	40	40	39	39	39	39	40	39	39	39	40	39	39	40	40	40	39	40	40	40	40	39	40	40	39	40	40	40	40
46	-985353	40	40	40	40	40	40	40	40	40	40	41	40	41	40	40	40	40	40	41	40	40	40	40	40	40	40	40	40	40	40	39	40	41	40	40	40	41	40	40	40	41	40	41	40	41	41	40	41	41	41	41	41	41	41	40	40	40	40	41	41	40	41	41	41	41	41	40	40	41	40	40	41	41	41	41	40	41	40	41	41	40	40	41	41	40	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	40	41	40	41	41	41	41	41	41	41	41	41	41	41	40	41	41	41	41	41	40	41	41	40	41	41	41
47	-984861	42	41	41	41	41	41	41	41	41	40	40	40	40	41	40	41	40	41	41	40	41	40	40	40	40	40	40	40	41	41	40	40	41	40	41	41	40	40	40	41	40	40	41	40	40	40	41	41	40	41	40	41	40	41	41	41	41	41	41	41	41	41	41	41	41	41	40	41	41	41	41	41	41	40	41	41	41	41	41	42	41	41	41	41	41	41	41	41	41	41	41	41	41	42	41	41	42	41	41	41	41	41	40	41	41	41	41	41	40	41	40	42	40	40	41	41	40	41	41	41	41	41	41	41	41	40	40	41
48	-984369	41	42	42	41	41	41	41	41	41	42	41	41	41	41	41	41	41	41	41	41	41	41	42	41	41	41	41	41	41	41	41	41	41	41	42	42	42	42	42	41	41	41	41	42	41	42	42	42	42	42	42	41	42	42	41	42	42	42	42	41	42	42	42	42	42	42	42	41	42	42	42	42	42	42	41	41	41	42	42	41	41	42	41	42	42	41	41	41	42	42	41	41	41	41	41	42	41	41	41	42	41	42	42	41	41	42	42	42	41	41	42	42	42	42	41	42	42	42	41	42	42	41	42	42	41	42	41	42
49	-983876	42	42	42	42	42	42	42	43	42	42	42	43	42	42	42	42	43	42	42	42	42	42	42	42	42	42	41	42	42	42	42	42	42	42	42	42	42	42	42	43	41	42	42	41	42	41	42	42	41	42	42	43	42	42	42	42	42	42	42	43	42	42	42	42	42	42	42	42	42	42	42	43	42	42	42	42	42	42	42	43	42	42	42	42	42	42	42	42	42	42	42	42	42	43	42	42	43	42	43	43	43	43	43	43	42	42	43	42	43	42	43	42	43	42	43	42	42	43	42	43	42	42	42	42	42	41	42	42
50	-983384	42	42	42	42	42	42	43	42	42	42	42	42	42	42	42	42	42	42	42	42	42	41	42	42	41	41	42	42	42	42	42	42	42	41	42	42	42	42	42	42	42	43	42	42	43	42	42	42	42	43	42	43	43	42	43	43	43	42	43	42	42	43	42	42	42	42	43	42	42	42	42	42	42	43	42	43	43	42	43	42	43	42	42	43	43	43	43	42	42	42	42	42	42	42	43	43	42	42	42	43	42	42	42	42	42	42	42	42	43	43	42	42	42	43	43	43	43	43	42	43	43	42	42	43	42	42	42	42
51	-982892	43	43	43	43	43	43	43	43	44	44	43	43	43	44	44	44	44	43	44	44	44	43	43	43	43	43	43	43	43	43	43	43	43	43	44	44	44	44	43	43	43	43	43	44	43	43	43	43	43	43	43	43	43	43	43	43	43	44	43	42	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	42	42	42	43	43	43	42	43	43	43	43	43	43	43	43	43	43	43	43	42	43	43	42	42	42	42	42	42	43	43	42	43	43	42	42	42	43	43	43	43	43	43	43	43	43	43	43	43
52	-982399	44	44	43	44	44	44	44	43	44	44	44	44	45	45	44	44	44	44	44	44	43	43	44	44	43	43	43	43	44	43	44	43	43	43	44	43	43	43	43	44	44	43	44	43	43	45	43	43	44	45	44	43	43	43	44	43	43	43	44	44	43	43	43	43	44	43	44	44	43	44	43	43	44	43	43	43	43	42	42	43	43	43	43	42	43	43	44	43	43	43	43	43	43	43	44	43	43	43	43	43	43	43	44	43	43	43	43	43	42	43	43	43	42	43	43	43	43	42	43	43	43	43	43	43	44	43	43	43
53	-981907	44	44	44	44	44	44	44	45	43	44	44	44	43	44	44	43	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	45	44	44	44	44	44	44	44	44	44	44	44	45	44	44	44	44	44	44	44	44	43	43	44	44	44	44	44	43	45	44	43	44	43	44	44	44	44	44	44	44	44	44	44	44	43	43	44	44	44	44	43	44	44	44	44	44	44	44	44	45	44	44	43	44	44	44	44	44	43	44	44	44	44	44	44	44	44	45	44	44	44
54	-981415	44	45	44	45	44	45	44	44	44	44	44	45	44	45	45	45	45	45	44	44	44	44	44	45	44	44	44	45	45	44	45	45	45	45	45	45	44	45	45	44	44	44	44	44	44	45	44	44	44	44	45	44	43	45	45	45	45	45	44	45	45	45	44	44	44	44	44	45	44	44	44	45	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	45	44	44	44	44	45	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	45	44	44	45	45	45	44	44	44	45	44	45	45	44	45	44	45	44	45
55	-980923	45	44	45	45	45	45	45	45	44	44	45	45	45	44	45	45	44	46	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	44	44	45	46	45	45	45	45	45	45	45	45	45	45	45	45	44	46	45	45	45	45	45	45	46	45	45	45	45	45	45	45	45	46	45	45	45	44	45	45	45	44	45	46	45	45	46	45	45	45	46	45	45	45	45	46	46	45	45	46	45	45	45	45	45	45	44	45	44	44	44	45	44	44	45	45	45
56	-980430	46	46	46	46	46	46	46	45	45	45	45	45	45	45	44	45	45	45	46	45	45	45	45	45	45	45	45	45	45	45	46	45	45	45	45	45	46	45	46	45	45	45	46	45	46	45	46	45	45	46	45	46	45	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	45	45	46	45	46	46	45	46	46	45	46	45	45	46	46	45	46	45	45	45	46	46	46	46	46	46	46	45	46	45	45	46	45	46	45	45	46	46	46	46	46	46	46	46	46	46	46	45	46	46	46	46	46	46	46	46	46	46	46
57	-979938	46	46	46	46	46	45	45	46	46	46	46	46	47	46	46	46	46	46	46	45	46	46	45	46	46	46	45	45	46	45	46	46	45	46	46	46	46	46	46	46	46	45	46	46	46	46	45	45	45	46	46	46	46	45	46	46	45	46	46	45	45	46	46	46	46	45	46	46	46	45	46	47	46	46	46	46	46	45	46	45	46	45	45	45	46	46	45	46	46	47	47	46	46	47	46	46	45	45	46	46	46	45	45	46	45	45	45	45	46	45	45	46	45	45	46	46	45	45	46	46	46	46	45	45	45	46	45	45
58	-979446	47	46	46	46	47	46	46	47	46	46	46	47	47	47	47	47	47	47	47	47	47	46	47	47	46	47	46	47	47	47	47	47	47	47	47	47	47	46	46	47	47	47	47	47	47	47	46	47	47	47	47	46	47	46	46	47	47	47	46	47	46	46	47	47	46	47	47	47	46	46	46	46	46	46	46	46	46	46	46	45	46	46	46	46	45	46	46	47	46	46	46	46	46	46	47	46	46	46	46	46	47	47	47	47	47	47	47	47	47	47	46	46	46	47	47	47	47	47	47	47	47	48	48	47	48	48	47	47
59	-978953	47	47	47	47	47	48	48	48	47	48	48	47	48	47	47	48	48	48	47	47	48	47	48	47	47	48	47	47	46	47	47	47	47	47	46	47	47	48	47	47	47	47	47	47	46	46	46	47	47	46	46	47	46	46	46	47	47	47	47	47	46	47	47	47	47	47	47	46	47	46	47	47	47	47	46	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	48	47	47	47	47	47	47	48	47	47	47	48	47	48	47	47	48	47	47	47	47	47	47	48	48	48	48	47	47	47	48	47	47	47	48	48
60	-978461	48	48	48	48	48	47	48	48	48	48	47	47	48	48	47	48	48	48	48	48	48	48	48	48	48	48	48	48	48	47	48	47	48	48	48	47	48	47	47	48	47	47	48	48	47	47	48	48	48	48	47	48	48	48	48	48	48	47	48	48	47	48	48	48	47	47	47	48	48	47	48	48	48	48	48	48	48	48	48	48	49	48	48	48	48	48	48	48	48	47	48	48	48	48	48	47	48	48	48	48	48	48	48	47	48	47	48	48	47	47	48	47	47	47	47	48	48	48	47	47	48	48	48	47	48	47	48	48
61	-977969	49	48	48	49	48	48	48	48	48	47	48	47	48	47	48	48	48	48	48	48	48	48	48	49	49	48	48	49	48	49	48	49	49	48	48	48	48	48	48	48	48	48	48	48	49	48	48	48	48	48	48	48	48	48	48	47	47	48	48	48	47	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	47	48	47	48	47	48	47	48	48	48	48	48	48	48	48	48	48	48	48	48	47	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	49	48	48	48	48
62	-977476	49	48	49	49	49	49	49	49	49	48	49	49	48	49	48	48	48	48	49	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	49	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	49	48	48	49	48	48	48	48	49	48	49	48	48	48	49	49	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	49	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	49	48	48	48	48	48	48	48	48	48	48	48
63	-976984	49	49	49	49	48	48	49	49	48	49	49	48	49	49	49	48	49	49	49	49	49	49	48	49	49	49	49	49	48	49	49	50	48	49	49	49	49	49	49	49	49	49	49	49	48	49	49	49	49	49	49	49	49	48	49	49	49	48	49	49	48	49	49	48	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	48	48	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	50	49	49	49	49	49	49	49	49	49	50	48	49	50	49	48	49	50	49	49	49	49	50	49	49	49	49	49
64	-976492	49	49	50	49	50	50	49	49	49	50	49	49	50	49	49	50	49	49	49	49	50	49	49	49	48	49	49	50	49	48	49	49	49	49	49	49	49	49	50	49	49	49	50	49	49	50	49	50	50	49	50	49	50	49	50	49	50	50	49	49	49	50	50	49	49	50	49	49	49	49	49	49	49	50	49	49	49	49	49	49	49	49	49	48	49	49	49	49	49	49	49	49	49	49	49	49	49	49	50	49	50	49	50	49	50	50	49	50	50	50	50	49	49	49	49	49	49	49	49	49	49	49	50	49	50	50	49	49
65	-975999	49	49	50	50	49	50	50	49	50	49	50	50	50	50	50	50	49	49	50	50	50	50	49	49	49	50	49	49	50	49	49	50	50	50	50	51	50	50	50	50	49	50	50	50	50	50	50	49	50	50	50	49	50	50	50	50	50	50	50	50	50	50	49	50	50	50	50	50	50	50	49	49	50	50	50	50	50	50	50	50	50	50	50	50	50	50	51	50	50	50	51	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	51	50	51	50	50	50	50	50	50	50	50	49	50	49	49	49
66	-975507	51	50	50	51	50	51	50	50	51	51	50	50	51	51	51	51	52	51	51	50	50	50	51	50	50	51	50	50	50	50	51	51	50	51	50	51	50	51	50	51	50	50	51	50	51	50	50	50	49	51	50	50	50	51	50	51	51	50	51	51	51	51	51	51	51	51	50	50	50	51	51	51	51	51	50	51	51	50	51	51	52	51	50	50	51	51	51	51	51	51	51	51	50	51	50	51	51	51	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50
67	-975015	51	50	51	50	51	50	50	50	50	51	50	50	51	51	51	51	50	50	50	51	51	51	51	51	50	51	51	51	51	51	51	51	51	51	50	51	50	51	51	50	51	51	51	51	51	50	50	51	51	50	51	50	51	51	51	50	51	50	50	50	51	50	51	50	50	50	50	51	51	51	50	50	51	50	51	51	50	50	51	51	50	51	51	51	51	51	51	51	51	51	50	50	51	50	51	51	51	51	51	50	51	50	50	50	50	50	51	51	50	51	51	51	51	51	51	51	51	51	51	51	52	51	51	50	51	51	50	51
68	-974523	52	51	51	52	52	51	52	52	52	52	51	52	51	52	51	51	51	51	51	51	51	52	51	52	51	51	51	51	52	52	51	51	52	51	51	51	51	51	51	51	51	51	51	51	51	51	52	52	51	51	51	52	52	51	52	51	51	51	51	52	52	51	51	51	52	51	51	51	52	52	51	51	51	52	51	50	51	51	51	51	51	51	51	51	51	51	51	51	52	51	51	51	51	52	52	51	52	52	52	51	51	52	51	52	51	52	51	52	51	51	51	51	52	51	51	51	51	52	51	51	51	52	51	51	51	51	51	51
69	-974030	52	52	52	52	52	52	52	52	52	51	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	51	52	51	51	52	51	51	51	52	52	52	52	52	52	51	52	52	51	52	52	52	52	52	52	52	52	52	51	52	52	52	51	51	52	52	52	51	51	52	52	52	52	52	51	52	52	52	52	52	52	51	52	52	52	51	51	52	52	52	51	51	52	52	52	52	52	52	51	52	52	51	51	51	52	52	52	52	51	52	52	52	51	51	52	51	52	51	53	52	51	52	52	53	52	52	52	52	53	53	52	53	52	52
70	-973538	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	53	53	53	52	53	52	53	52	52	53	53	53	52	53	52	52	53	53	53	52	52	53	53	53	53	53	53	53	53	53	53	53	53	52	52	53	52	52	52	51	53	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	51	52	52	52	52	53	52	52	52	53	52	52	52	52	53	53	52	52	52	52	52	52	52	52	53	52	51	53	53	53	53	52	52	52	52	52	53	52	53	52	52	52	52	53	52	52	53	52	52	52	52	52
71	-973046	52	52	52	52	52	52	52	52	52	52	52	53	53	53	52	53	53	53	53	53	53	53	54	53	53	53	53	53	54	53	53	53	53	53	53	54	53	54	53	53	53	53	54	54	53	54	53	53	53	53	53	53	53	53	53	52	53	53	53	53	52	53	52	53	53	53	53	53	53	54	52	53	53	52	52	53	53	53	53	53	52	53	52	53	52	53	53	52	53	53	54	53	53	54	53	54	54	54	54	53	54	53	53	53	53	54	53	53	53	53	53	53	53	53	52	52	53	53	52	53	53	52	53	53	52	52	52	52
72	-972553	54	53	54	53	54	54	53	53	53	53	53	53	53	53	53	53	53	53	53	54	54	53	53	53	53	53	53	53	54	54	53	53	53	54	52	53	53	53	53	54	54	53	53	53	53	54	54	53	53	53	54	53	53	53	53	54	54	53	53	53	53	53	53	54	53	53	53	53	53	53	53	53	54	54	53	54	53	54	53	53	53	54	54	53	54	53	54	53	53	53	53	53	54	53	53	54	53	54	54	53	54	53	53	53	54	53	53	54	53	53	53	53	54	54	53	53	54	53	53	53	53	53	54	53	53	54	52	53
73	-972061	54	55	54	54	54	54	54	54	54	54	53	53	54	54	54	54	54	54	54	55	53	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	53	54	54	54	54	54	54	54	54	54	54	54	53	53	54	54	53	53	54	54	54	53	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	53	54	54	54	54	54	55	54	54	55	54	55	54	54	54	54	54	54	54	54	54	54	54	54	53	54	54	54	54	54	53	54	54	54	54	54	53	53
74	-971569	54	55	55	55	55	55	55	55	54	55	55	54	55	54	55	54	55	55	54	54	55	54	55	54	55	55	54	54	55	55	55	54	54	55	54	55	54	55	55	54	55	55	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	55	54	54	54	54	54	54	55	54	55	55	54	54	54	54	55	55	55	54	54	54	55	55	55	55	54	55	54	55	55	55	55	55	55	55	55	55	55	55	55	54	55	54	54	54	54	55	55	55	55	54	55	55	55	54	54	53	55	55	55	55	55	54	54	54	55	54	54	55	54	54
75	-971076	54	54	54	54	55	55	55	55	55	54	55	54	55	55	55	55	55	55	55	54	55	55	55	56	55	55	56	55	56	56	55	55	55	55	55	56	55	55	56	56	55	56	55	56	55	55	55	55	55	55	55	55	55	56	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	54	56	54	55	55	55	55	54	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	56	55	55	55	55	55	55	55	55	55	55	55	54	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	54	55
76	-970584	55	55	56	55	55	55	55	55	55	55	56	55	55	56	56	55	55	56	56	55	55	56	55	55	55	55	55	55	55	56	56	55	55	56	56	56	56	55	56	56	55	56	55	56	56	56	55	55	55	55	56	56	55	55	55	55	55	56	56	56	56	56	55	56	55	55	55	55	55	56	55	55	56	55	55	55	55	55	54	55	55	55	54	55	55	54	54	54	55	55	54	55	55	55	55	55	54	55	55	55	55	55	54	55	55	55	55	55	55	55	55	55	55	55	55	56	55	55	55	56	56	55	55	55	55	56	55	56
77	-970092	56	55	55	55	55	56	55	56	55	55	55	55	55	55	56	56	55	56	55	56	56	56	56	55	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	55	56	55	56	56	56	56	56	56	56	56	56	56	56	56	56	56	55	56	55	56	56	56	56	56	56	56	56	56	55	56	56	56	57	56	56	56	57	57	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	55	56	56	56	56	56	56	56	55	56	56	55	56	56	56	55	56	56	56	56	56
78	-969599	56	56	56	56	56	56	57	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	57	56	57	56	56	56	56	56	56	56	57	56	57	56	56	57	56	56	56	57	57	57	57	56	56	56	56	56	56	56	56	56	56	56	56	56	56	57	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	57	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	57	57	57	56	56	57	57	56	56	57	57	56	57	57	56	56	56	56	56	56	56	56	56	56	56	56	57	56	56	56	57	56	57
79	-969107	57	57	56	57	57	57	57	57	56	57	57	57	57	57	58	56	57	57	56	57	57	57	57	57	57	57	57	57	57	57	57	58	57	57	57	57	57	57	57	56	57	57	57	57	57	58	56	57	57	56	57	57	56	56	57	56	56	57	56	56	56	56	57	57	57	56	56	57	57	56	56	57	57	56	56	57	56	57	57	57	57	57	56	56	57	57	57	57	57	57	56	57	57	56	56	57	56	57	57	57	56	57	57	57	57	57	57	57	57	57	57	56	57	57	56	56	57	56	56	56	56	57	57	56	56	56	57	57
80	-968615	57	57	57	58	58	58	58	58	58	58	57	58	57	58	59	57	58	57	57	58	58	57	57	58	58	58	58	57	58	58	58	58	58	58	57	58	58	58	58	58	58	58	58	58	57	58	58	58	58	57	58	57	57	58	57	57	58	57	58	57	57	57	57	57	57	57	57	58	57	58	57	58	58	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	58	57	57	57	56	57	57	57	56	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	58	58	58	57	57	57	58	57	57
81	-968123	57	58	58	58	57	57	57	58	58	58	58	58	58	58	57	58	58	57	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	57	58	58	58	58	58	58	58	58	58	57	58	57	58	58	57	58	57	57	58	58	59	57	58	57	58	58	57	58	58	58	57	57	58	57	57	57	57	57	57	56	57	58	57	57	57	57	57	58	57	57	57	57	57	58	58	57	58	58	57	58	57	57	57	57	58	58	58	59	58	58	57	58	58	58	58	58	58	58	58	58
82	-967630	59	58	57	58	58	58	58	58	58	58	58	58	58	58	58	59	59	59	59	59	59	59	58	59	58	58	58	59	58	58	58	58	59	58	58	59	59	58	58	58	58	58	58	58	58	58	58	58	58	58	59	58	58	58	58	57	58	58	58	58	57	59	58	59	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	57	58	58	58	59	58	58	57	58	58	58	58	59	58	58	58	58	58	58	58	58	58	57	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	59	59	58	59	58	59
83	-967138	59	59	59	59	59	59	59	59	58	59	59	59	59	59	59	59	59	60	59	59	59	59	59	59	59	58	60	59	60	59	59	59	59	59	59	59	59	59	58	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	58	58	59	59	59	59	58	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	58	59	59	59	59	59	58	59	59	59	59	59	59	59	60	59	59	59	59	59	59	59	59	59	59	58	58	59	59	60	59	59	58	58	59	59	59	59	59
84	-966646	60	60	59	60	59	59	59	60	60	60	59	59	59	59	59	59	59	59	60	59	60	60	59	60	60	59	59	60	59	59	60	60	59	59	59	60	60	59	60	59	59	60	59	60	60	59	59	60	60	59	60	59	60	59	60	59	60	59	59	59	59	59	59	59	60	59	59	59	59	59	59	59	59	59	59	60	59	59	59	59	59	59	59	60	59	59	59	59	60	59	59	59	59	59	59	59	59	59	58	59	59	59	59	59	59	60	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	58	60
85	-966153	60	60	60	60	59	60	59	59	59	59	59	59	60	59	60	60	59	59	60	59	59	59	60	60	59	60	59	59	59	60	60	59	60	60	59	60	59	60	60	60	60	60	59	60	60	60	60	59	60	60	61	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	61	60	60	60	60	60	60	60	60	59	60	60	59	59	59	59	60	59	60	59	59	60	59	59	59	59	59	60	60	60	60	60	59	59	60	60	59	59	59	60	60	60	60	60	60	60	60	59	60	60	60	59	60	59	60	60	60	60	60	60	59	60
86	-965661	60	61	60	60	60	60	61	60	60	59	61	60	60	60	60	60	60	61	60	60	60	60	60	60	61	61	60	61	60	61	60	60	60	61	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	61	60	60	60	60	60	60	61	60	60	60	60	60	60	61	61	60	60	60	60	60	60	60	60	60	60	60	60	60	60	59	59	60	60	60	60	59	60	60	59	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	61	61	60	60	60	61	61	60	60	60	60
87	-965169	61	62	61	61	61	61	61	61	61	62	61	61	61	61	60	61	61	61	61	61	61	60	61	61	61	60	60	61	60	60	60	60	60	61	61	60	61	60	60	60	60	60	60	60	60	60	60	60	60	60	60	61	60	60	61	61	61	61	60	61	61	60	61	61	61	60	61	61	60	61	61	60	61	61	61	61	61	62	61	61	61	61	61	61	61	61	62	61	61	61	60	62	60	60	60	61	61	61	62	61	61	61	61	61	60	61	61	61	61	61	61	61	60	60	60	61	61	60	60	61	61	61	61	61	62	61	61	61
88	-964676	61	61	61	61	61	61	61	62	61	61	61	61	62	61	61	61	61	61	61	61	62	62	61	61	61	62	61	61	61	61	62	61	61	61	61	61	61	62	61	61	61	61	61	61	62	61	61	61	61	62	61	61	62	61	61	61	61	62	61	62	61	61	62	61	61	61	61	61	61	62	61	62	61	61	61	61	61	61	61	61	61	62	61	61	62	61	61	62	62	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	62	61	61	61	61	61	61	62	61	61	61	61	61	61	62
89	-964184	62	62	61	61	61	62	62	61	61	61	62	63	62	62	62	62	62	62	62	62	62	62	62	62	62	62	61	62	62	62	61	62	62	62	62	61	61	62	61	62	62	62	62	62	62	62	61	62	62	62	62	62	62	61	63	62	62	61	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	61	61	62	61	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	63	62	62	62	62	62	62	62	62	62	61	62	62	62	62	62
